0,0
5,0.000001
10,0
15,0.000001
20,0
25,0.000001
30,0.000002
35,0.000003
40,0.000008
45,0.000029
50,0.000124
55,0.000448
60,0.001096
65,0.00229
70,0.003549
75,0.004115
80,0.004108
85,0.003448
90,0.003448
95,0.003448
100,0.003448
105,0.003448
110,0.003448
